study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,effect_source,extraction_method,effect_direction,flag,study_design,genai_tool,measure_type,measure_instrument,source,reliability,review_needed,extraction_status,age_mean,age_sd,age_min,age_max,age_text,gpa_mean,gpa_sd,gpa_text,gender_female_n,gender_male_n,gender_female_pct,gender_male_pct,gender_other_pct,gender_text,screening_source,effect_type,effect_value,outcome_type,doi,note,confidence,meta_pdf_path,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment
64,064_01,Exploring the impact of using Chat-GPT on student learning outcomes in technology learning: The comprehensive experiment,2023.0,Muhammad Hakiki; Radinal Fadli; A. Samala; Ade Fricticarani; Popi Dayurni; Kurniati Rahmadani; Ayu Dewi Astiti,student learning outcomes in technology learning,cognitive,not_reported,31.0,31.0,81.81,3.353,70.45,9.277,1.6082,0.2922,1.0355,2.1809,1.6286,5.424,,< .05,,calculated_M_SD,not_reported,positive,not_reported,not_reported,not_reported,post-test,not_reported,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,t,5.424,cognitive,10.25082/AMLER.2023.02.013,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/064_Muhammad_2023_Exploring_the_impact_of_using_Chat-GPT_o.pdf,,,,,,,,,,,low,,,,,,,,,,,Control Class,Experimental Class,No baseline demographics table found in provided pages. Only sample sizes and program type mentioned in text.,Information Technology education,Information Technology education
64,064_02,Exploring the impact of using Chat-GPT on student learning outcomes in technology learning: The comprehensive experiment,2023.0,Muhammad Hakiki; Radinal Fadli; A. Samala; Ade Fricticarani; Popi Dayurni; Kurniati Rahmadani; Ayu Dewi Astiti,student engagement in technology learning,behavioral,not_reported,31.0,31.0,0.05,1.0,2.0,2.0,-1.2178,0.2765,-1.7598,-0.6758,-1.2333,,,,,insufficient_data,local_ocr,positive,not_reported,quasi-experimental,ChatGPT,post-test,"indicators of participation in discussions, activity in learning tasks, and students' perception of engagement",Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,t,5.424,cognitive,10.25082/AMLER.2023.02.013,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/064_Muhammad_2023_Exploring_the_impact_of_using_Chat-GPT_o.pdf,,,,,,,,,,,low,,,,,,,,,,,Control Class,Experimental Class,No baseline demographics table found in provided pages. Only sample sizes and program type mentioned in text.,Information Technology education,Information Technology education
65,065_01,GPTeach: Interactive TA Training with GPT-based Students,2023.0,Julia M. Markel; Steven G. Opferman; J. Landay; C. Piech,recommender score,affective,not_reported,5.0,5.0,8.5,,5.7,,,,,,,,,0.05,,insufficient_data,table_ocr,not_reported,not_reported,RCT,ChatGPT,post-test,recommendation questionnaire,Semantic Scholar,not_reported,Yes,not_found,,,,,not_reported,21.0,,ized controlled trial in a large-scale online course. edworkingpaper no. 21-483.,,,,,,not_reported,supplementary_search,,,,10.1145/3573051.3593393,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/065_Julia_2023_GPTeach_Interactive_TA_Training_with_GPT.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"No demographic/baseline characteristics table found in provided pages. Only sample sizes mentioned: think-aloud study N=14, comparison study N=10, with experienced teachers N=8 and novice N=6",,
66,066_01,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Ask Probing Questions,cognitive,analyze,,,,,,,,,,,,,,0.03,,insufficient_data,table_ocr,not_reported,not_reported,not_reported,ChatGPT,post-test,Survey questionnaire,ERIC,not_reported,Yes,not_found,,,,,not_reported,,,not_reported,,,,,,not_reported,eric_manual,,,,10.1021/acs.jchemed.3c00505,Strong ChatGPT focus in chemistry education with empirical results showing significant improvements in critical thinking skills,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/066_Ying_2023_Leveraging_ChatGPT_for_Enhancing_Critica.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographics table found. Study mentions n=29 total students in introductory chemistry courses at Georgia Gwinnett College, but no breakdown by participant characteristics or control/treatment groups visible in provided pages.",,
66,066_02,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Analyze/Make Logical Conclusions,cognitive,analyze,,,,,,,,,,,,,,0.003,,insufficient_data,table_ocr,not_reported,not_reported,not_reported,ChatGPT,post-test,Survey questionnaire,ERIC,not_reported,Yes,not_found,,,,,not_reported,,,not_reported,,,,,,not_reported,eric_manual,,,,10.1021/acs.jchemed.3c00505,Strong ChatGPT focus in chemistry education with empirical results showing significant improvements in critical thinking skills,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/066_Ying_2023_Leveraging_ChatGPT_for_Enhancing_Critica.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographics table found. Study mentions n=29 total students in introductory chemistry courses at Georgia Gwinnett College, but no breakdown by participant characteristics or control/treatment groups visible in provided pages.",,
66,066_03,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Understand Complex Concepts,cognitive,understand,,,-0.343,0.633,0.635,0.641,,,,,,,,0.005,,insufficient_data,table_ocr,not_reported,not_reported,not_reported,ChatGPT,post-test,Survey questionnaire,ERIC,not_reported,Yes,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,eric_manual,,,,10.1021/acs.jchemed.3c00505,Strong ChatGPT focus in chemistry education with empirical results showing significant improvements in critical thinking skills,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/066_Ying_2023_Leveraging_ChatGPT_for_Enhancing_Critica.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographics table found. Study mentions n=29 total students in introductory chemistry courses at Georgia Gwinnett College, but no breakdown by participant characteristics or control/treatment groups visible in provided pages.",,
66,066_04,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Provide Diverse Perspectives,cognitive,create,,,0.816,0.874,0.826,0.684,,,,,,,,0.006,,insufficient_data,table_ocr,not_reported,not_reported,not_reported,ChatGPT,post-test,Survey questionnaire,ERIC,not_reported,Yes,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,eric_manual,,,,10.1021/acs.jchemed.3c00505,Strong ChatGPT focus in chemistry education with empirical results showing significant improvements in critical thinking skills,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/066_Ying_2023_Leveraging_ChatGPT_for_Enhancing_Critica.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographics table found. Study mentions n=29 total students in introductory chemistry courses at Georgia Gwinnett College, but no breakdown by participant characteristics or control/treatment groups visible in provided pages.",,
66,066_05,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Recommend ChatGPT for Future Use,affective,not_reported,,,,,,,,,,,,,,0.039,,insufficient_data,table_ocr,not_reported,not_reported,not_reported,ChatGPT,post-test,Survey questionnaire,ERIC,not_reported,Yes,not_found,,,,,not_reported,,,not_reported,,,,,,not_reported,eric_manual,,,,10.1021/acs.jchemed.3c00505,Strong ChatGPT focus in chemistry education with empirical results showing significant improvements in critical thinking skills,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/066_Ying_2023_Leveraging_ChatGPT_for_Enhancing_Critica.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographics table found. Study mentions n=29 total students in introductory chemistry courses at Georgia Gwinnett College, but no breakdown by participant characteristics or control/treatment groups visible in provided pages.",,
67,067_01,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Fluency,cognitive,create,,,29.3,16.9,,,,,,,,,,,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,AI systems,Creative Imagination Test for Adults,ERIC,not_reported,Yes,not_found,,,45.0,54.0,DOI https://doi.org/10.3916/C77-2023-04 | Pages: 45-54 1 46,,,not_reported,,,,,,not_reported,eric_manual,,,,10.3916/C77-2023-04,Study directly examines ChatGPT's impact on university students' creative writing skills using pre-post experimental design with quantitative creativity measures,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/067_María-Isabel_2023_Writing_Creativity_and_Artificial_Intell.pdf,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,
67,067_02,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Flexibility,cognitive,create,,,12.35,5.33,,,,,,,,,,,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,AI systems,Creative Imagination Test for Adults,ERIC,not_reported,Yes,not_found,,,45.0,54.0,DOI https://doi.org/10.3916/C77-2023-04 | Pages: 45-54 1 46,,,not_reported,,,,,,not_reported,eric_manual,,,,10.3916/C77-2023-04,Study directly examines ChatGPT's impact on university students' creative writing skills using pre-post experimental design with quantitative creativity measures,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/067_María-Isabel_2023_Writing_Creativity_and_Artificial_Intell.pdf,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,
67,067_03,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Narrative Originality,cognitive,create,,,20.37,20.5,,,,,,,,,,,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,AI systems,Creative Imagination Test for Adults,ERIC,not_reported,Yes,not_found,,,45.0,54.0,DOI https://doi.org/10.3916/C77-2023-04 | Pages: 45-54 1 46,,,not_reported,,,,,,not_reported,eric_manual,,,,10.3916/C77-2023-04,Study directly examines ChatGPT's impact on university students' creative writing skills using pre-post experimental design with quantitative creativity measures,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/067_María-Isabel_2023_Writing_Creativity_and_Artificial_Intell.pdf,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,
67,067_04,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Fluency,cognitive,create,,,10.65,7.44,,,,,,,,,,,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,AI systems,Creative Imagination Test for Adults,ERIC,not_reported,Yes,not_found,,,45.0,54.0,DOI https://doi.org/10.3916/C77-2023-04 | Pages: 45-54 1 46,,,not_reported,,,,,,not_reported,eric_manual,,,,10.3916/C77-2023-04,Study directly examines ChatGPT's impact on university students' creative writing skills using pre-post experimental design with quantitative creativity measures,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/067_María-Isabel_2023_Writing_Creativity_and_Artificial_Intell.pdf,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,
67,067_05,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Flexibility,cognitive,create,,,6.9,4.34,,,,,,,,,,,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,AI systems,Creative Imagination Test for Adults,ERIC,not_reported,Yes,not_found,,,45.0,54.0,DOI https://doi.org/10.3916/C77-2023-04 | Pages: 45-54 1 46,,,not_reported,,,,,,not_reported,eric_manual,,,,10.3916/C77-2023-04,Study directly examines ChatGPT's impact on university students' creative writing skills using pre-post experimental design with quantitative creativity measures,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/067_María-Isabel_2023_Writing_Creativity_and_Artificial_Intell.pdf,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,
67,067_06,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Narrative Originality,cognitive,create,,,7.3,7.82,,,,,,,,,,,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,AI systems,Creative Imagination Test for Adults,ERIC,not_reported,Yes,not_found,,,45.0,54.0,DOI https://doi.org/10.3916/C77-2023-04 | Pages: 45-54 1 46,,,not_reported,,,,,,not_reported,eric_manual,,,,10.3916/C77-2023-04,Study directly examines ChatGPT's impact on university students' creative writing skills using pre-post experimental design with quantitative creativity measures,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/067_María-Isabel_2023_Writing_Creativity_and_Artificial_Intell.pdf,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,
67,067_07,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Fluency,cognitive,create,,,10.8,5.76,9.05,5.59,,,,,,,,,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,students,Creative Imagination Test for Adults,ERIC,not_reported,Yes,not_found,,,45.0,54.0,DOI https://doi.org/10.3916/C77-2023-04 | Pages: 45-54 1 46,,,not_reported,,,,,,not_reported,eric_manual,,,,10.3916/C77-2023-04,Study directly examines ChatGPT's impact on university students' creative writing skills using pre-post experimental design with quantitative creativity measures,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/067_María-Isabel_2023_Writing_Creativity_and_Artificial_Intell.pdf,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,
67,067_08,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Flexibility,cognitive,create,,,7.61,3.6,7.38,3.81,,,,,,,,,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,students,Creative Imagination Test for Adults,ERIC,not_reported,Yes,not_found,,,45.0,54.0,DOI https://doi.org/10.3916/C77-2023-04 | Pages: 45-54 1 46,,,not_reported,,,,,,not_reported,eric_manual,,,,10.3916/C77-2023-04,Study directly examines ChatGPT's impact on university students' creative writing skills using pre-post experimental design with quantitative creativity measures,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/067_María-Isabel_2023_Writing_Creativity_and_Artificial_Intell.pdf,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,
67,067_09,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Narrative Originality,cognitive,create,,,11.42,8.25,10.2,,,,,,,,,,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,students,Creative Imagination Test for Adults,ERIC,not_reported,Yes,not_found,,,45.0,54.0,DOI https://doi.org/10.3916/C77-2023-04 | Pages: 45-54 1 46,,,not_reported,,,,,,not_reported,eric_manual,,,,10.3916/C77-2023-04,Study directly examines ChatGPT's impact on university students' creative writing skills using pre-post experimental design with quantitative creativity measures,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/067_María-Isabel_2023_Writing_Creativity_and_Artificial_Intell.pdf,,,,,,,,,,,medium,153.0,,40.0,,,,,,,,,,"Only overall demographics reported in Table 3 (153 women, 40 men, total n=193). No breakdown by experimental groups found in available pages.",undergraduate/graduate mixed,
